strategy,family,independence_group,evidence,description,implementation_note,start,end,years,cagr,stress_cagr,annual_vol,excess_shy_sharpe,max_drawdown,ulcer_index,calmar,cvar_5pct_daily,worst_calendar_year,best_calendar_year,max_recovery_days,largest_year_abs_excess_share,annual_turnover,cagr_2007_2012,cagr_2013_2021,rolling_3y_min,rolling_3y_target_share,rolling_5y_min,rolling_5y_target_share,latest_weights,GFC_return,GFC_maxdd,2011_euro_US_downgrade_return,2011_euro_US_downgrade_maxdd,2018_Q4_return,2018_Q4_maxdd,COVID_crash_return,COVID_crash_maxdd,deflated_sharpe_probability,target_gate,selection_score
QQQ_70_IEF_30,Fixed allocation,balanced_growth,long_rule,"Quarterly rebalanced fixed ETF weights: {'QQQ': 0.7, 'IEF': 0.3}",ETF-only,2007-01-03,2021-12-31,14.988095238095237,0.13827543548828292,0.13814841130535482,0.14346410147230573,0.8259011420155514,-0.3682079430676528,0.07673183641410457,0.37553626447128774,-0.021705695524916552,-0.2642490054973027,0.38539981948380975,614,0.15315297029378727,0.2231928170939117,0.08772813034213778,0.17324063666721234,0.012007065939287687,0.8534083388484447,0.063027637026289,0.8665607625099285,"{""IEF"": 0.27869361543364923, ""QQQ"": 0.7213063845663508}",-0.34916245347748454,-0.36820794306765114,-0.06260613325660092,-0.09319110799627095,-0.14807284453053726,-0.14869403031607864,-0.17544981620106648,-0.18583631488993357,0.9539293489889927,False,0.14475895037194925
cross_asset_multi_horizon_top3_invvol,Cross-asset tactical,tactical_momentum,long_rule,"Monthly top-3 3/6/12m ranks, 12m SHY hurdle, 63d inverse-vol sizing.",ETF-only,2007-01-03,2021-12-31,14.988095238095237,0.10378787454261174,0.10023989847490467,0.12360142167420142,0.7182333578801023,-0.2546373277344075,0.07648659334303304,0.4075909665956942,-0.018770416334448956,-0.1544310751514567,0.28577312839274227,635,0.14723621001737588,6.437218873241538,0.12109757840217061,0.09240680391471567,-0.011298633362256338,0.3914626075446724,-0.0016552951192775334,0.35186656076250994,"{""DBC"": 0.24708316680018452, ""SPY"": 0.39591788690570906, ""VNQ"": 0.3569989462941064}",0.19169743623103797,-0.1216590820869431,0.08089945267139531,-0.0391152438843444,-0.21573152705227305,-0.21845678249997336,0.0065190982393341645,-0.08836589670060568,0.8980258711927147,False,0.14397900323914933
ETF_AOR,Live allocation ETF,allocation_live,live_product_medium,"Buy-and-hold live ETF AOR, evaluated only from its actual inception through 2021.",ETF-only,2008-11-19,2021-12-31,13.103174603174603,0.09680417951952647,0.09676209581766115,0.13027762182862596,0.6790316332248645,-0.24443269562822234,0.04551093199261978,0.39603613285337186,-0.01819886920987317,-0.05826134726312726,0.18999584674609094,314,0.13615587223234088,0.0,0.12364022223523219,0.08476620639301813,-0.005681023053810352,0.2222222222222222,0.00866970651577259,0.14243759177679882,"{""AOR"": 1.0}",,,-0.11959652851561597,-0.12093242708086471,-0.10244451044313652,-0.10383451682240752,-0.22569395303004214,-0.2274406916978735,,False,0.12731947604989408
SPY_vol_10_trend_200,Equity P&L control,pnl_vol_trend,long_rule,"Weekly SPY 10% vol target, disabled below 200d MA; residual SHY.",ETF-only,2007-01-03,2021-12-31,14.988095238095237,0.06247016720576215,0.059620705537744234,0.09261019334660553,0.4924901279986523,-0.1636538917243997,0.06614173889873218,0.3817212444355716,-0.015498461122017266,-0.09863862994344386,0.2649278808498514,555,0.17805345664257183,5.369875771461283,0.026552046951327624,0.08708909895147676,-0.011165894101054175,0.10059563203176704,0.005390616984091601,0.023431294678316124,"{""SHY"": 0.3157022491908948, ""SPY"": 0.6842977508091053}",-0.005845361873207833,-0.05650856942699378,-0.1168847373732993,-0.11817461545999386,-0.12086303765214912,-0.1280916380094168,-0.07207027838240343,-0.12437189310971464,0.6558066330948567,False,0.0906109370116851
SPY_60_TLT_40,Fixed allocation,balanced_static,long_rule,"Quarterly rebalanced fixed ETF weights: {'SPY': 0.6, 'TLT': 0.4}",ETF-only,2007-01-03,2021-12-31,14.988095238095237,0.10177399214629146,0.10162186209425794,0.10475847634779764,0.7886907881823341,-0.3049769144692205,0.05891238998329318,0.3337104787862981,-0.015684371991498147,-0.11911837777450274,0.2475474591555138,727,0.11561986738273372,0.2761718907455639,0.06733722477181336,0.12532589388287074,-0.013418760489927739,0.5678358702845797,0.05699999994491378,0.585385226370135,"{""SPY"": 0.6167178549864057, ""TLT"": 0.3832821450135944}",-0.29912303001524077,-0.3049769144692187,0.018592788966694362,-0.05715297897278371,-0.09499291230251528,-0.09632642551871162,-0.14049371451984183,-0.17619188312623935,0.9385002246305107,False,0.08293595135889631
cross_asset_mom_126_top4,Cross-asset tactical,tactical_momentum,long_rule,Monthly top-4 126d cross-asset momentum with 12m SHY hurdle.,ETF-only,2007-01-03,2021-12-31,14.988095238095237,0.08930921894660426,0.08662686570217693,0.1178886578655776,0.6331139355500319,-0.23633777265429534,0.0736224358852099,0.3778880453326516,-0.01803067764005955,-0.13826342471318842,0.25355091212416836,736,0.1550770273439642,4.929467917472897,0.10113253624831975,0.08150448749982253,-0.0007328246767008828,0.30377233620119126,0.0014151289145172274,0.23431294678316125,"{""DBC"": 0.25029135459087015, ""EFA"": 0.24419644373343086, ""SPY"": 0.24607521450101288, ""VNQ"": 0.2594369871746862}",0.006763163574413422,-0.18975973979913174,0.0047953265221147845,-0.05806448966525479,-0.20517368966976168,-0.20813948222285006,-0.0759822740031385,-0.12387818774922243,0.8275105230415637,False,0.08126904762309886
ETF_AOA,Live allocation ETF,allocation_live,live_product_medium,"Buy-and-hold live ETF AOA, evaluated only from its actual inception through 2021.",ETF-only,2008-11-11,2021-12-31,13.126984126984127,0.11004354019261875,0.10999881264258415,0.15974790337337694,0.6513820002931132,-0.2837907990522903,0.054428294284542864,0.387762889283604,-0.024584235576988377,-0.0786505459109198,0.25815841168778997,358,0.14256218418114994,0.0,0.12341582289334996,0.10395646849583828,-0.01902516140052979,0.47238542890716806,0.0035824716740040508,0.4587603709126403,"{""AOA"": 1.0}",,,-0.18920084761301303,-0.1903164088456737,-0.13628385837984347,-0.1380195520355575,-0.27820201438695225,-0.28197779340601714,,False,0.08052150331174182
SPY_50_IEF_30_GLD_20,Fixed allocation,balanced_static,long_rule,"Quarterly rebalanced fixed ETF weights: {'SPY': 0.5, 'IEF': 0.3, 'GLD': 0.2}",ETF-only,2007-01-03,2021-12-31,14.988095238095237,0.08848752353805756,0.08835224934677699,0.09925383921706651,0.7008694005045351,-0.26345692413858646,0.05017140464400415,0.335870935362133,-0.015054338877157057,-0.1418141826562873,0.21602825365080647,387,0.1424630055297049,0.24857850846022872,0.0780571477407388,0.09549090765288315,0.021602986291205273,0.3259430840502978,0.047695186498036835,0.2851469420174742,"{""GLD"": 0.19678392154150964, ""IEF"": 0.28335310985800555, ""SPY"": 0.5198629686004848}",-0.23573665288571988,-0.26345692413858657,-0.05009048079307221,-0.05632657381720085,-0.07189035304109082,-0.0751611239316039,-0.1544063302024805,-0.1606180495885402,0.8860109032244009,False,0.07886886653661576
SPY_vol_12_trend_200,Equity P&L control,pnl_vol_trend,long_rule,"Weekly SPY 12% vol target, disabled below 200d MA; residual SHY.",ETF-only,2007-01-03,2021-12-31,14.988095238095237,0.07193038947400976,0.06903653088232509,0.10362573617167854,0.5344952003076994,-0.19083944999013325,0.07480134749050338,0.3769157240692566,-0.017301108395944138,-0.10649694905215212,0.3067279754655059,542,0.173808853789056,5.405106960715003,0.028969014239543345,0.10153675569597831,-0.012336797953084067,0.11978821972203839,0.0015024171691138122,0.1096108022239873,"{""SHY"": 0.17825843904617494, ""SPY"": 0.821741560953825}",-0.02362911164517001,-0.07453392563973804,-0.1403212785304747,-0.14164530559034105,-0.13475264549801136,-0.1418670401870641,-0.07207027838240299,-0.12437189310971453,0.7125476926886914,False,0.0771123929836211
ETF_SPLV,Live smart-beta ETF,smart_beta_live,live_product_medium,"Buy-and-hold live ETF SPLV, evaluated only from its actual inception through 2021.",ETF-only,2011-05-05,2021-12-31,10.65079365079365,0.12667717673980383,0.12662452289183168,0.15178299608624563,0.7884514910464473,-0.3626141468634768,0.05271755184114458,0.34934427637622595,-0.022337472156028465,-0.013865748612220674,0.27869986188603213,296,0.17244712391800676,0.0,0.10342518894004482,0.13100728018417862,-0.012103427760637109,0.7952306894764126,0.026913356068423155,0.8568421052631578,"{""SPLV"": 1.0}",,,-0.07557878721827316,-0.1216317218361922,-0.0953866997117625,-0.11520523964249119,-0.36210007539908073,-0.36210007539908073,,False,0.06728225436412952
SPY_vol_15_trend_200,Equity P&L control,pnl_vol_trend,long_rule,"Weekly SPY 15% vol target, disabled below 200d MA; residual SHY.",ETF-only,2007-01-03,2021-12-31,14.988095238095237,0.0792203842161503,0.07627760286360363,0.11317888111444127,0.5573360998112714,-0.2115844318500435,0.08247649935845502,0.37441499605366174,-0.01883381351054996,-0.13569044666488572,0.3230772717957062,506,0.15804096274291574,5.4589912236838325,0.031037744944601542,0.11255679393868423,-0.011399972545256598,0.1386499007279947,-0.0017285561485249623,0.1767275615567911,"{""SPY"": 1.0}",-0.049923982097365815,-0.10112814520754754,-0.16550390000396065,-0.16684128628176564,-0.14687990889166158,-0.15389458858264915,-0.07207027838240321,-0.12437189310971453,0.7413504710399224,False,0.0644580924460009
SPY_vol_target_10,Equity P&L control,pnl_vol,long_rule,Weekly unlevered SPY 63d volatility target 10%; residual SHY.,ETF-only,2007-01-03,2021-12-31,14.988095238095237,0.07411496390776051,0.07270518176533058,0.10781926974313492,0.526120522436812,-0.20774390273851606,0.06127660404185091,0.3567611993938895,-0.017164439829323797,-0.12187210766848533,0.2649278808498525,665,0.1545543710138429,2.6265915420017367,0.03394682342752353,0.10173227968681453,-0.012586510968572329,0.2630708140304434,0.011245150083291744,0.29586973788721205,"{""SHY"": 0.3157022491908948, ""SPY"": 0.6842977508091053}",-0.1864683747244883,-0.18971348275504796,-0.10469066917084002,-0.11750630375413973,-0.12914709987050987,-0.1321622034805655,-0.20395602816777603,-0.20774390273851573,0.7021434240124867,False,0.05997245542931662
five_weather_equal,Fixed allocation,all_weather_static,long_rule,"Quarterly rebalanced fixed ETF weights: {'SPY': 0.2, 'TLT': 0.2, 'IEF': 0.2, 'GLD': 0.2, 'DBC': 0.2}",ETF-only,2007-01-03,2021-12-31,14.988095238095237,0.06848016763708431,0.06832954080523934,0.08097025679139784,0.6410379998566064,-0.20929835394565388,0.053638382251887086,0.3271892317646501,-0.011720275978763137,-0.07455604083722545,0.1834505220888798,939,0.09910382338914828,0.28197013422724604,0.09602111533675317,0.05052081582491219,-0.04388608217923018,0.21045665122435472,-0.0005371486807126402,0.06433677521842732,"{""DBC"": 0.1964390642092128, ""GLD"": 0.20080136852615746, ""IEF"": 0.19275860815565712, ""SPY"": 0.21219049752299665, ""TLT"": 0.19781046158597596}",-0.046338669679786615,-0.20929835394565388,0.02144135585177831,-0.05017041934636157,-0.046487036769106815,-0.053096396455523553,-0.07700423133193468,-0.12760229308430315,0.835281112113589,False,0.057579398907895374
ETF_PHDG,Live protection ETF,protection_live,live_product_medium,"Buy-and-hold live ETF PHDG, evaluated only from its actual inception through 2021.",ETF-only,2012-12-06,2021-12-31,9.063492063492063,0.06658912936731243,0.06653038748216566,0.11080764010136569,0.5358174257428223,-0.17907898110137865,0.076372494948343,0.3718422394285098,-0.015506145033009917,-0.09884103908105801,0.18806857657999188,759,0.18443674318526904,0.0,-0.011736999700465267,0.0671993477877324,-0.026362475351911385,0.053629823413996074,0.0056764538830786915,0.11902439024390243,"{""PHDG"": 1.0}",,,,,-0.10726698773585763,-0.11975845508329064,0.005805727254468485,-0.13915914539085616,,False,0.0356494860619202
SPY_vol_target_12,Equity P&L control,pnl_vol,long_rule,Weekly unlevered SPY 63d volatility target 12%; residual SHY.,ETF-only,2007-01-03,2021-12-31,14.988095238095237,0.08549671927292724,0.0843565606354979,0.12358583783398303,0.5570413349222242,-0.2428039424989632,0.07322352712682423,0.3521224507023494,-0.019522385525047883,-0.1566512418021765,0.3067279754655041,681,0.1519989153445523,2.1017114128717505,0.03724229874148399,0.11887721808524376,-0.024958007842507013,0.38385175380542685,0.007909561171565826,0.5258141382049245,"{""SHY"": 0.17825843904617494, ""SPY"": 0.821741560953825}",-0.23382486626994203,-0.23782642207293359,-0.12642825629508814,-0.1408972468934444,-0.1448780721844275,-0.1478387113592079,-0.22895415861811874,-0.23262308274642118,0.7417405095512608,False,0.03415972896681396
cross_asset_multi_horizon_top3,Cross-asset tactical,tactical_momentum,long_rule,Monthly top-3 average 3/6/12m ranks with 12m SHY hurdle.,ETF-only,2007-01-03,2021-12-31,14.988095238095237,0.09585840799571543,0.0927766060055717,0.13166568258036332,0.624325615958215,-0.2609712754219712,0.09212970191906729,0.367314018911543,-0.019996674997889693,-0.15735224740214282,0.2825946170992826,634,0.14572005287339213,5.630193337935447,0.10636007623272015,0.08891884193877253,-0.007180849603852457,0.33487756452680345,-0.006289434059351007,0.2926926131850675,"{""DBC"": 0.33115927083914554, ""SPY"": 0.3255809164441441, ""VNQ"": 0.3432598127167103}",0.050150009454818845,-0.2099776131290778,0.07221936302906218,-0.047409512606438886,-0.21633800672614556,-0.2211426512366753,0.01665009265637374,-0.1054160259918957,0.8191594354999586,False,0.03411918770200656
QQQ_trend_150d,Equity P&L control,pnl_trend,long_rule,Weekly QQQ above 150d moving average; otherwise SHY.,ETF-only,2007-01-03,2021-12-31,14.988095238095237,0.11846467337186928,0.11488847105463451,0.16408797157067756,0.6432280030554911,-0.3133578636196729,0.11886516137319321,0.37804914803622613,-0.02668780653227199,-0.2490613355956789,0.4157083917849109,651,0.1346306865313615,6.401882458294285,0.03652838256899149,0.17660372871266383,-0.06298130344478448,0.5423560555923229,-0.0037029530145482603,0.5138999205718825,"{""QQQ"": 1.0}",-0.20154890171777218,-0.25011501688089455,-0.17061975150230124,-0.19687219691780022,-0.0542854291766689,-0.08900418542019262,-0.27804917711702226,-0.28886778860812556,0.833876925023599,False,0.026885646483437053
QQQ_trend_200d,Equity P&L control,pnl_trend,long_rule,Weekly QQQ above 200d moving average; otherwise SHY.,ETF-only,2007-01-03,2021-12-31,14.988095238095237,0.1189082110712616,0.1156282882008659,0.16570753558653953,0.6409334579722107,-0.3196419913501134,0.11410492327331898,0.372004349519328,-0.02682586834629336,-0.2559339031746509,0.33368939563245514,668,0.13155646845437555,5.868392253436428,0.03754962336424228,0.17660918416462978,-0.059953748031708276,0.5757776307081403,0.0013699304768293175,0.4872915011914218,"{""QQQ"": 1.0}",-0.12067817534754988,-0.1742629362711312,-0.17061975150230124,-0.19687219691780045,-0.11481795200917966,-0.12582609147557167,-0.27804917711702215,-0.28886778860812545,0.8318986072768018,False,0.01862075575682287
SPY_95_105_collar,Synthetic SPY option overlay,option_overlay,synthetic_proxy,"Synthetic SPY overlay: put ratio SPY_95_105_collar, frozen VIX/Black-Scholes/skew model; quarterly puts and monthly calls where applicable.","SPY options; model-risk screen, not historical executable chains",2007-01-03,2021-12-31,14.98015873015873,0.07364100976819477,0.051956565086514805,0.09024206568101444,0.6005242894158679,-0.24036707652455302,0.06812826240249456,0.30636895382247775,-0.013628916098478315,-0.15659440821892967,0.21820414678328137,622,0.14224890370236096,,0.019112985516456682,0.11156179967950552,-0.023071540765497,0.297682119205298,0.0033701850347933604,0.15937996820349762,{},-0.2353277081727354,-0.24036707652455191,-0.11154638382208992,-0.11204357183084124,-0.05361686797708354,-0.055647339852558875,-0.10900759714400521,-0.11309081766456286,0.7946172878455022,False,0.01375797688893085
SPY_trend_200d,Equity P&L control,pnl_trend,long_rule,Weekly SPY above 200d moving average; otherwise SHY.,ETF-only,2007-01-03,2021-12-31,14.988095238095237,0.08363107861526564,0.08031040022430913,0.1224564783183956,0.557052823823011,-0.24206193751920746,0.08933621990676312,0.3454945435551162,-0.02049808442373358,-0.1696852023493597,0.32307727179570667,507,0.1403100208606212,6.135137355865356,0.027495281941468885,0.12271349304496315,-0.023872271811240076,0.18762409000661814,-0.006517700942235138,0.20095313741064336,"{""SPY"": 1.0}",-0.07974875905856504,-0.1313290712102856,-0.16550390000395998,-0.16684128628176487,-0.15463455778644108,-0.1615854757882127,-0.07207027838240332,-0.1243718931097143,0.7410660627865148,False,0.007870033908027263
SPY_60_IEF_30_GLD_10,Fixed allocation,balanced_static,long_rule,"Quarterly rebalanced fixed ETF weights: {'SPY': 0.6, 'IEF': 0.3, 'GLD': 0.1}",ETF-only,2007-01-03,2021-12-31,14.988095238095237,0.09159612339825762,0.0914666540869673,0.11194585133316087,0.6549610845417948,-0.3177031676528943,0.06066186153201033,0.2883072399779492,-0.0171310686267311,-0.1841081138396019,0.22887448706041935,695,0.16215679628799934,0.2372289315357817,0.06305143027095306,0.11103316258560225,-0.007997814644113643,0.46657842488418266,0.04534487440729151,0.34471803018268465,"{""GLD"": 0.09784591861338233, ""IEF"": 0.28178059578070647, ""SPY"": 0.6203734856059112}",-0.3106428340363503,-0.31770316765289486,-0.07223436366235225,-0.07725389600882293,-0.097271848167375,-0.09982151767742065,-0.18494950904868934,-0.18772133965226168,0.8486042900921917,False,-0.03961966465275263
SPY_drawdown_medium,Equity P&L control,pnl_drawdown,long_rule,Weekly SPY high-water drawdown exposure ladder (medium); residual SHY.,ETF-only,2007-01-03,2021-12-31,14.988095238095237,0.08522124589171587,0.08360529469167366,0.11908025246266937,0.5741933103477388,-0.2724136727914316,0.09601227515607222,0.3128376230842272,-0.019052319923523246,-0.15645948792508324,0.32307727179570556,1331,0.15779816366454621,2.979960865050146,0.009306361788494977,0.13892890450803597,-0.05074395520867114,0.40767703507610853,-0.024891043130415236,0.5270055599682287,"{""SPY"": 1.0}",-0.26556139291862124,-0.27241367279143247,-0.09438571896652392,-0.09486965187058505,-0.14094570184687505,-0.14391995583995487,-0.19653866350368043,-0.20036183266616037,0.7623707645679578,False,-0.04031477624914054
SPY_drawdown_hard,Equity P&L control,pnl_drawdown,long_rule,Weekly SPY high-water drawdown exposure ladder (hard); residual SHY.,ETF-only,2007-01-03,2021-12-31,14.988095238095237,0.06458078461319317,0.061641359666240625,0.10136870387594048,0.4780386876684304,-0.2135794059117001,0.08775911587051027,0.302373650387869,-0.01681553355765922,-0.13343429405586738,0.29321941142954167,1407,0.15937965678154434,5.528898535234057,-0.0074626429240328696,0.11544603863538216,-0.039115325555813873,0.18663136995367308,-0.04244305577523122,0.24702144559173947,"{""SPY"": 1.0}",-0.11012632872070605,-0.16000397049734394,-0.09183935195103032,-0.09304857745000439,-0.14759358659316102,-0.15054482399951907,-0.07207027838240299,-0.12437189310971453,0.6357518730823807,False,-0.04333258995800235
defensive_momentum_top1,Cross-asset tactical,defensive_momentum,long_rule,Monthly top-1 6m momentum among IEF/TLT/GLD/DBC/SHY.,ETF-only,2007-01-03,2021-12-31,14.988095238095237,0.1121693437202278,0.10872425296057853,0.1693544113819092,0.6123580971968442,-0.3098952318573961,0.12252394123572202,0.36195892091635845,-0.024891680761307673,-0.07618542570758557,0.28067541098419335,862,0.13901417557906984,6.201823631472589,0.12252567974816797,0.1053242813694486,-0.054776219392121406,0.4109861019192588,-0.0038396368529585168,0.25138999205718826,"{""TLT"": 1.0}",0.22689619506916725,-0.30989523185739587,0.011157109271086041,-0.15369194257556873,-0.04493691228712371,-0.09402357116184012,0.06505800509935367,-0.15727649308109004,0.8070912303028928,False,-0.04574901866372641
SPY_60_IEF_40,Fixed allocation,balanced_static,long_rule,"Quarterly rebalanced fixed ETF weights: {'SPY': 0.6, 'IEF': 0.4}",ETF-only,2007-01-03,2021-12-31,14.988095238095237,0.08897921227037275,0.08885158651357994,0.10726431432882172,0.6567333814171491,-0.31738680157048693,0.06082821463767457,0.2803494405882274,-0.01648371106515178,-0.17356813127238502,0.218128175399386,752,0.16097196785522627,0.2344118653914119,0.054471615103925064,0.1125883164579422,-0.018431892202030786,0.48974189278623426,0.039491086825932165,0.3856235107227959,"{""IEF"": 0.377185671812819, ""SPY"": 0.622814328187181}",-0.3143662405239498,-0.3173868015704854,-0.06686878508314087,-0.08062549473972813,-0.10057309601511089,-0.10223031174160313,-0.17592495847353795,-0.17823419071461932,0.8502597727331489,False,-0.049239972620212624
ETF_QAI,Live alternative/trend ETF,managed_futures_live,live_product_medium,"Buy-and-hold live ETF QAI, evaluated only from its actual inception through 2021.",ETF-only,2009-03-25,2021-12-31,12.765873015873016,0.02951651681099654,0.029476180369428118,0.06125113631666179,0.31644625986076924,-0.1410627332002241,0.026209001799312622,0.20924390263373718,-0.009038277564108663,-0.03319485559160118,0.08680788273848683,629,0.17660221342432017,0.0,0.03969109305424601,0.025282461029822123,-0.015441620133385014,0.0,-0.015891620728846756,0.0,"{""QAI"": 1.0}",,,-0.0338495722512564,-0.03662474031530061,-0.049804784674816305,-0.049804784674816305,-0.138565850787014,-0.13967742579412534,,False,-0.07226370679266901
defensive_momentum_top2,Cross-asset tactical,defensive_momentum,long_rule,Monthly top-2 6m momentum among IEF/TLT/GLD/DBC/SHY.,ETF-only,2007-01-03,2021-12-31,14.988095238095237,0.0773124432753376,0.07458445832245642,0.12387729434449422,0.5284010354565023,-0.2387152056753935,0.1097314514023215,0.3238689511068162,-0.017901221169682402,-0.1252924428936797,0.27523161304586385,1977,0.12335328884706456,5.068502510375751,0.1194952124727886,0.05010109269259444,-0.07909311607727076,0.24586366644606222,-0.019223381210668467,0.09531374106433678,"{""DBC"": 0.5249445503367526, ""TLT"": 0.4750554496632475}",0.34053053499071306,-0.1775564288349173,0.148352127823846,-0.06153902461136729,-0.013442668485012632,-0.04968746353189246,0.07858145831070451,-0.10393789057666081,0.7075724005504338,False,-0.07722444022581795
SPY_70_TLT_30,Fixed allocation,balanced_static,long_rule,"Quarterly rebalanced fixed ETF weights: {'SPY': 0.7, 'TLT': 0.3}",ETF-only,2007-01-03,2021-12-31,14.988095238095237,0.10446139451617631,0.10432264403395619,0.12333564714342987,0.7007802080301786,-0.3728247381395907,0.0762113614995273,0.28018901062585744,-0.018921042236808266,-0.18538122126987933,0.2642239772404784,806,0.14465766203625605,0.2512715239362808,0.05828588977779603,0.13633047561619915,-0.03312786354656705,0.6399735274652548,0.04319381021104585,0.6810961080222399,"{""SPY"": 0.7145269318050573, ""TLT"": 0.28547306819494267}",-0.3689076358700628,-0.3728247381395905,-0.03046363483688841,-0.08415837893865596,-0.1184520783271974,-0.12008724717039465,-0.1884889129855829,-0.20417140769369424,0.8863295362372359,False,-0.08117427168173669
SPY_vol_target_15,Equity P&L control,pnl_vol,long_rule,Weekly unlevered SPY 63d volatility target 15%; residual SHY.,ETF-only,2007-01-03,2021-12-31,14.988095238095237,0.09308143212788322,0.09228626799311779,0.14147783996463092,0.5518205495141364,-0.3056526192970702,0.08801159451421235,0.30453340246829497,-0.022210389930064203,-0.20706031243158873,0.32307727179570667,638,0.14829563188001604,1.4553735669423895,0.03978853299126173,0.13008578530141146,-0.03912025145267928,0.4884182660489742,0.0051760035452779185,0.5893566322478158,"{""SPY"": 1.0}",-0.3007101576660546,-0.3056526192970703,-0.14928792781921252,-0.16597313797511892,-0.1621991335220364,-0.16509980298831461,-0.2656027333168882,-0.26909726983713456,0.7353027731090048,False,-0.08616946306227985
cross_asset_multi_horizon_top2,Cross-asset tactical,tactical_momentum,long_rule,Monthly top-2 average 3/6/12m ranks with 12m SHY hurdle.,ETF-only,2007-01-03,2021-12-31,14.988095238095237,0.09045847958093223,0.08637156383415956,0.15029371314213605,0.5315452578263538,-0.27660637674462285,0.10269511246788114,0.32702962471630986,-0.022813764341085608,-0.1702666002870057,0.30349386300061343,744,0.13167221955090408,7.506487602494854,0.11657315575840732,0.07340384510886677,-0.03620484659414658,0.35340833884844475,-0.030822385297031407,0.27918983320095314,"{""DBC"": 0.5042470024699395, ""SPY"": 0.49575299753006047}",0.15682111458812087,-0.14772342896938517,-0.01382841439501492,-0.08275971190393538,-0.2222285790868851,-0.2244820452355697,0.04020369860849882,-0.10393789057666103,0.7109920592918022,False,-0.09357545274812254
cross_asset_mom_126_top2,Cross-asset tactical,tactical_momentum,long_rule,Monthly top-2 126d cross-asset momentum with 12m SHY hurdle.,ETF-only,2007-01-03,2021-12-31,14.988095238095237,0.08105154375277146,0.07728048275446553,0.14843372354117002,0.4777569387828269,-0.24443000958082106,0.10010565690099317,0.33159407836938154,-0.022238015917253308,-0.14752510419583598,0.32396478190420464,719,0.13754796544456838,6.986127394112299,0.0952603258934892,0.0716898067193319,-0.010406438881954694,0.07445400397088021,-0.01342686904044521,0.03534551231135822,"{""SPY"": 0.48678392664966247, ""VNQ"": 0.5132160733503376}",0.18847324512100205,-0.18131399386578506,0.03057164195696105,-0.09377818489899992,-0.19511735226826776,-0.19511735226826776,0.003530956806012453,-0.10393789057666092,0.6368832474517027,False,-0.09358936497341228
SPY_90_110_collar,Synthetic SPY option overlay,option_overlay,synthetic_proxy,"Synthetic SPY overlay: put ratio SPY_90_110_collar, frozen VIX/Black-Scholes/skew model; quarterly puts and monthly calls where applicable.","SPY options; model-risk screen, not historical executable chains",2007-01-03,2021-12-31,14.98015873015873,0.09810315104857792,0.08752202480267957,0.12443517818415538,0.6416178511494149,-0.34776235120813426,0.09216891734992814,0.2820982510262119,-0.018434617581717567,-0.21481935780116845,0.2840089377334625,823,0.1530885348063999,,0.0271122339304668,0.14807945825467672,-0.05070751238747495,0.5357615894039736,-0.001401965232369795,0.6323529411764706,{},-0.34249494673001835,-0.3477623512081356,-0.11688262672929128,-0.1174590252654566,-0.10565878955744468,-0.10829462810637258,-0.15797652671678342,-0.16197261463791057,0.8363704278298922,False,-0.09599490416219769
SPY_drawdown_soft,Equity P&L control,pnl_drawdown,long_rule,Weekly SPY high-water drawdown exposure ladder (soft); residual SHY.,ETF-only,2007-01-03,2021-12-31,14.988095238095237,0.09245229183202053,0.09123128807110858,0.13412854173353403,0.5707020794530467,-0.3366050589663956,0.10026548241745505,0.27466102890999733,-0.021071378776267774,-0.20140686534973673,0.32307727179570533,1242,0.15289422343048245,2.236383742816846,0.015204603569346498,0.14713980383731595,-0.06089738006323997,0.4933818663136995,-0.01923463480707943,0.6223193010325655,"{""SPY"": 1.0}",-0.3303573222619286,-0.3366050589663957,-0.11704590501406187,-0.11754165198178601,-0.15052712250932754,-0.15346820330401245,-0.22540430534219158,-0.22909012099838633,0.7587598087749019,False,-0.14460093792766565
cross_asset_mom_252_top4,Cross-asset tactical,tactical_momentum,long_rule,Monthly top-4 252d cross-asset momentum with 12m SHY hurdle.,ETF-only,2007-01-03,2021-12-31,14.988095238095237,0.06464304650327679,0.062406695244912935,0.12745278779453845,0.4118712274376655,-0.24671066955764764,0.08566676908556621,0.26201966302949853,-0.019886031374012833,-0.15395524055945575,0.19637612812644312,818,0.13333183295540738,4.204301953533851,0.0715431235898012,0.06007172519176307,-0.026306925712267226,0.08934480476505625,-0.01584053394081597,0.048451151707704525,"{""DBC"": 0.25029135459087015, ""EFA"": 0.24419644373343083, ""SPY"": 0.24607521450101288, ""VNQ"": 0.2594369871746862}",0.04035043244054837,-0.1897597397991314,-0.14493833264907174,-0.14814869153485943,-0.2051736896697619,-0.20813948222285006,-0.0759822740031385,-0.12387818774922243,0.5382128454916416,False,-0.17675230717876378
