strategy,family,independence_group,evidence,description,implementation_note,start,end,years,cagr,stress_cagr,annual_vol,excess_shy_sharpe,max_drawdown,ulcer_index,calmar,cvar_5pct_daily,worst_calendar_year,best_calendar_year,largest_year_abs_excess_share,annual_turnover,cagr_2007_2012,cagr_2013_2021,rolling_3y_min,rolling_3y_target_share,rolling_5y_min,rolling_5y_target_share,latest_weights,GFC_return,GFC_maxdd,2011_euro_US_downgrade_return,2011_euro_US_downgrade_maxdd,2018_Q4_return,2018_Q4_maxdd,COVID_crash_return,COVID_crash_maxdd,deflated_sharpe_probability,target_gate,selection_score,max_underwater_days,max_trough_to_recovery_days,max_5pct_trough_to_recovery_days,median_5pct_trough_to_recovery_days,share_5pct_recovered_within_20d,n_5pct_drawdowns,n_unrecovered_5pct_drawdowns
ETF_OMFL,Live smart-beta ETF,smart_beta_live,short_live_product,"Buy-and-hold live ETF OMFL, evaluated only from its actual inception through 2021.",ETF-only,2017-11-10,2021-12-31,4.134920634920635,0.2038955242338329,0.2037497302139648,0.2312875827195648,0.8347636270240263,-0.33241950855056,0.0624318210363148,0.6133681056291588,-0.0337973497854812,-0.0254802625236169,0.3557872706779921,0.3479543527028901,0.0,,0.2038955242338329,0.1336267110960172,1.0,,,"{""OMFL"": 1.0}",,,,,-0.1739431721071556,-0.1818802745754842,-0.3239348008222289,-0.3279847564542432,,False,0.1740216845717531,121,105,105,19.0,0.5454545454545454,11,0
GTAA_trend_200,Cross-asset tactical,tactical_trend,long_rule,Monthly equal sleeve GTAA; each asset below 200d MA moves to SHY.,ETF-only,2007-01-03,2021-12-31,14.988095238095235,0.052371594928066,0.0505984377693333,0.074039446102337,0.4773919125829459,-0.1237675975151295,0.040072802109313,0.4231446354257955,-0.0113697610180879,-0.0387327835437542,0.1574289390335994,0.146407333543079,3.371789958394585,0.0604049680346452,0.0470545349756292,-0.011684644965372,0.0039708802117802,-0.0060825778943277,0.0,"{""DBC"": 0.1310814801851129, ""IEF"": 0.12094243579970637, ""SHY"": 0.36460756848301035, ""SPY"": 0.12887342196212845, ""TLT"": 0.11862390317589919, ""VNQ"": 0.13587119039414278}",0.0177355062334672,-0.1237675975151304,-0.0383557289379161,-0.0804697487608104,-0.0384055852643518,-0.0388539491783314,-0.0104726253693316,-0.044838696598462,0.6359994457612024,False,0.1637624304385202,926,651,651,125.5,0.1,10,0
QQQ_70_IEF_30,Fixed allocation,balanced_growth,long_rule,"Quarterly rebalanced fixed ETF weights: {'QQQ': 0.7, 'IEF': 0.3}",ETF-only,2007-01-03,2021-12-31,14.988095238095235,0.1382754354882829,0.1381484113053548,0.1434641014723057,0.8259011420155514,-0.3682079430676528,0.0767318364141045,0.3755362644712877,-0.0217056955249165,-0.2642490054973027,0.3853998194838097,0.1531529702937872,0.2231928170939117,0.0877281303421377,0.1732406366672123,0.0120070659392876,0.8534083388484447,0.063027637026289,0.8665607625099285,"{""IEF"": 0.27869361543364923, ""QQQ"": 0.7213063845663508}",-0.3491624534774845,-0.3682079430676511,-0.0626061332566009,-0.0931911079962709,-0.1480728445305372,-0.1486940303160786,-0.1754498162010664,-0.1858363148899335,0.9539293489889928,False,0.1447589503719492,614,348,348,39.0,0.3333333333333333,21,0
cross_asset_multi_horizon_top3_invvol,Cross-asset tactical,tactical_momentum,long_rule,"Monthly top-3 3/6/12m ranks, 12m SHY hurdle, 63d inverse-vol sizing.",ETF-only,2007-01-03,2021-12-31,14.988095238095235,0.1037878745426117,0.1002398984749046,0.1236014216742014,0.7182333578801023,-0.2546373277344075,0.076486593343033,0.4075909665956942,-0.0187704163344489,-0.1544310751514567,0.2857731283927422,0.1472362100173758,6.437218873241538,0.1210975784021706,0.0924068039147156,-0.0112986333622563,0.3914626075446724,-0.0016552951192775,0.3518665607625099,"{""DBC"": 0.24708316680018452, ""SPY"": 0.39591788690570906, ""VNQ"": 0.3569989462941064}",0.1916974362310379,-0.1216590820869431,0.0808994526713953,-0.0391152438843444,-0.215731527052273,-0.2184567824999733,0.0065190982393341,-0.0883658967006056,0.8980258711927147,False,0.1439790032391493,635,407,407,31.5,0.1875,16,0
ETF_AOR,Live allocation ETF,allocation_live,live_product_medium,"Buy-and-hold live ETF AOR, evaluated only from its actual inception through 2021.",ETF-only,2008-11-19,2021-12-31,13.103174603174605,0.0968041795195264,0.0967620958176611,0.1302776218286259,0.6790316332248645,-0.2444326956282223,0.0455109319926197,0.3960361328533718,-0.0181988692098731,-0.0582613472631272,0.1899958467460909,0.1361558722323408,0.0,0.1236402222352321,0.0847662063930181,-0.0056810230538103,0.2222222222222222,0.0086697065157725,0.1424375917767988,"{""AOR"": 1.0}",,,-0.1195965285156159,-0.1209324270808647,-0.1024445104431365,-0.1038345168224075,-0.2256939530300421,-0.2274406916978735,,False,0.127319476049894,314,117,117,65.0,0.0,11,0
SPY_vol_10_trend_200,Equity P&L control,pnl_vol_trend,long_rule,"Weekly SPY 10% vol target, disabled below 200d MA; residual SHY.",ETF-only,2007-01-03,2021-12-31,14.988095238095235,0.0624701672057621,0.0596207055377442,0.0926101933466055,0.4924901279986523,-0.1636538917243997,0.0661417388987321,0.3817212444355716,-0.0154984611220172,-0.0986386299434438,0.2649278808498514,0.1780534566425718,5.369875771461283,0.0265520469513276,0.0870890989514767,-0.0111658941010541,0.100595632031767,0.0053906169840916,0.0234312946783161,"{""SHY"": 0.3157022491908948, ""SPY"": 0.6842977508091053}",-0.0058453618732078,-0.0565085694269937,-0.1168847373732993,-0.1181746154599938,-0.1208630376521491,-0.1280916380094168,-0.0720702783824034,-0.1243718931097146,0.6558066330948567,False,0.0906109370116851,555,338,338,86.0,0.15384615384615385,13,0
SPY_60_TLT_40,Fixed allocation,balanced_static,long_rule,"Quarterly rebalanced fixed ETF weights: {'SPY': 0.6, 'TLT': 0.4}",ETF-only,2007-01-03,2021-12-31,14.988095238095235,0.1017739921462914,0.1016218620942579,0.1047584763477976,0.7886907881823341,-0.3049769144692205,0.0589123899832931,0.3337104787862981,-0.0156843719914981,-0.1191183777745027,0.2475474591555138,0.1156198673827337,0.2761718907455639,0.0673372247718133,0.1253258938828707,-0.0134187604899277,0.5678358702845797,0.0569999999449137,0.585385226370135,"{""SPY"": 0.6167178549864057, ""TLT"": 0.3832821450135944}",-0.2991230300152407,-0.3049769144692187,0.0185927889666943,-0.0571529789727837,-0.0949929123025152,-0.0963264255187116,-0.1404937145198418,-0.1761918831262393,0.9385002246305107,False,0.0829359513588963,727,387,387,66.0,0.1111111111111111,9,0
cross_asset_mom_126_top4,Cross-asset tactical,tactical_momentum,long_rule,Monthly top-4 126d cross-asset momentum with 12m SHY hurdle.,ETF-only,2007-01-03,2021-12-31,14.988095238095235,0.0893092189466042,0.0866268657021769,0.1178886578655776,0.6331139355500319,-0.2363377726542953,0.0736224358852099,0.3778880453326516,-0.0180306776400595,-0.1382634247131884,0.2535509121241683,0.1550770273439642,4.929467917472897,0.1011325362483197,0.0815044874998225,-0.0007328246767008,0.3037723362011912,0.0014151289145172,0.2343129467831612,"{""DBC"": 0.25029135459087015, ""EFA"": 0.24419644373343086, ""SPY"": 0.24607521450101288, ""VNQ"": 0.2594369871746862}",0.0067631635744134,-0.1897597397991317,0.0047953265221147,-0.0580644896652547,-0.2051736896697616,-0.20813948222285,-0.0759822740031385,-0.1238781877492224,0.8275105230415637,False,0.0812690476230988,736,508,508,50.0,0.26666666666666666,15,0
ETF_AOA,Live allocation ETF,allocation_live,live_product_medium,"Buy-and-hold live ETF AOA, evaluated only from its actual inception through 2021.",ETF-only,2008-11-11,2021-12-31,13.126984126984128,0.1100435401926187,0.1099988126425841,0.1597479033733769,0.6513820002931132,-0.2837907990522903,0.0544282942845428,0.387762889283604,-0.0245842355769883,-0.0786505459109198,0.2581584116877899,0.1425621841811499,0.0,0.1234158228933499,0.1039564684958382,-0.0190251614005297,0.472385428907168,0.003582471674004,0.4587603709126403,"{""AOA"": 1.0}",,,-0.189200847613013,-0.1903164088456737,-0.1362838583798434,-0.1380195520355575,-0.2782020143869522,-0.2819777934060171,,False,0.0805215033117418,358,143,143,29.5,0.375,16,0
SPY_50_IEF_30_GLD_20,Fixed allocation,balanced_static,long_rule,"Quarterly rebalanced fixed ETF weights: {'SPY': 0.5, 'IEF': 0.3, 'GLD': 0.2}",ETF-only,2007-01-03,2021-12-31,14.988095238095235,0.0884875235380575,0.0883522493467769,0.0992538392170665,0.7008694005045351,-0.2634569241385864,0.0501714046440041,0.335870935362133,-0.015054338877157,-0.1418141826562873,0.2160282536508064,0.1424630055297049,0.2485785084602287,0.0780571477407388,0.0954909076528831,0.0216029862912052,0.3259430840502978,0.0476951864980368,0.2851469420174742,"{""GLD"": 0.19678392154150964, ""IEF"": 0.28335310985800555, ""SPY"": 0.5198629686004848}",-0.2357366528857198,-0.2634569241385865,-0.0500904807930722,-0.0563265738172008,-0.0718903530410908,-0.0751611239316039,-0.1544063302024805,-0.1606180495885402,0.8860109032244009,False,0.0788688665366157,387,259,259,36.0,0.18181818181818182,11,0
SPY_vol_12_trend_200,Equity P&L control,pnl_vol_trend,long_rule,"Weekly SPY 12% vol target, disabled below 200d MA; residual SHY.",ETF-only,2007-01-03,2021-12-31,14.988095238095235,0.0719303894740097,0.069036530882325,0.1036257361716785,0.5344952003076994,-0.1908394499901332,0.0748013474905033,0.3769157240692566,-0.0173011083959441,-0.1064969490521521,0.3067279754655059,0.173808853789056,5.405106960715003,0.0289690142395433,0.1015367556959783,-0.012336797953084,0.1197882197220383,0.0015024171691138,0.1096108022239873,"{""SHY"": 0.17825843904617494, ""SPY"": 0.821741560953825}",-0.02362911164517,-0.074533925639738,-0.1403212785304747,-0.141645305590341,-0.1347526454980113,-0.1418670401870641,-0.0720702783824029,-0.1243718931097145,0.7125476926886914,False,0.0771123929836211,542,325,325,49.0,0.23076923076923078,13,0
ETF_SPLV,Live smart-beta ETF,smart_beta_live,live_product_medium,"Buy-and-hold live ETF SPLV, evaluated only from its actual inception through 2021.",ETF-only,2011-05-05,2021-12-31,10.65079365079365,0.1266771767398038,0.1266245228918316,0.1517829960862456,0.7884514910464473,-0.3626141468634768,0.0527175518411445,0.3493442763762259,-0.0223374721560284,-0.0138657486122206,0.2786998618860321,0.1724471239180067,0.0,0.1034251889400448,0.1310072801841786,-0.0121034277606371,0.7952306894764126,0.0269133560684231,0.8568421052631578,"{""SPLV"": 1.0}",,,-0.0755787872182731,-0.1216317218361922,-0.0953866997117625,-0.1152052396424911,-0.3621000753990807,-0.3621000753990807,,False,0.0672822543641295,296,272,272,35.5,0.14285714285714285,14,0
SPY_vol_15_trend_200,Equity P&L control,pnl_vol_trend,long_rule,"Weekly SPY 15% vol target, disabled below 200d MA; residual SHY.",ETF-only,2007-01-03,2021-12-31,14.988095238095235,0.0792203842161503,0.0762776028636036,0.1131788811144412,0.5573360998112714,-0.2115844318500435,0.082476499358455,0.3744149960536617,-0.0188338135105499,-0.1356904466648857,0.3230772717957062,0.1580409627429157,5.4589912236838325,0.0310377449446015,0.1125567939386842,-0.0113999725452565,0.1386499007279947,-0.0017285561485249,0.1767275615567911,"{""SPY"": 1.0}",-0.0499239820973658,-0.1011281452075475,-0.1655039000039606,-0.1668412862817656,-0.1468799088916615,-0.1538945885826491,-0.0720702783824032,-0.1243718931097145,0.7413504710399224,False,0.0644580924460009,506,301,301,32.0,0.25,16,0
SPY_vol_target_10,Equity P&L control,pnl_vol,long_rule,Weekly unlevered SPY 63d volatility target 10%; residual SHY.,ETF-only,2007-01-03,2021-12-31,14.988095238095235,0.0741149639077605,0.0727051817653305,0.1078192697431349,0.526120522436812,-0.207743902738516,0.0612766040418509,0.3567611993938895,-0.0171644398293237,-0.1218721076684853,0.2649278808498525,0.1545543710138429,2.6265915420017367,0.0339468234275235,0.1017322796868145,-0.0125865109685723,0.2630708140304434,0.0112451500832917,0.295869737887212,"{""SHY"": 0.3157022491908948, ""SPY"": 0.6842977508091053}",-0.1864683747244883,-0.1897134827550479,-0.10469066917084,-0.1175063037541397,-0.1291470998705098,-0.1321622034805655,-0.203956028167776,-0.2077439027385157,0.7021434240124867,False,0.0599724554293166,665,278,278,87.0,0.15384615384615385,13,0
five_weather_equal,Fixed allocation,all_weather_static,long_rule,"Quarterly rebalanced fixed ETF weights: {'SPY': 0.2, 'TLT': 0.2, 'IEF': 0.2, 'GLD': 0.2, 'DBC': 0.2}",ETF-only,2007-01-03,2021-12-31,14.988095238095235,0.0684801676370843,0.0683295408052393,0.0809702567913978,0.6410379998566064,-0.2092983539456538,0.053638382251887,0.3271892317646501,-0.0117202759787631,-0.0745560408372254,0.1834505220888798,0.0991038233891482,0.281970134227246,0.0960211153367531,0.0505208158249121,-0.0438860821792301,0.2104566512243547,-0.0005371486807126,0.0643367752184273,"{""DBC"": 0.1964390642092128, ""GLD"": 0.20080136852615746, ""IEF"": 0.19275860815565712, ""SPY"": 0.21219049752299665, ""TLT"": 0.19781046158597596}",-0.0463386696797866,-0.2092983539456538,0.0214413558517783,-0.0501704193463615,-0.0464870367691068,-0.0530963964555235,-0.0770042313319346,-0.1276022930843031,0.835281112113589,False,0.0575793989078953,939,430,430,44.0,0.0,7,0
ETF_PHDG,Live protection ETF,protection_live,live_product_medium,"Buy-and-hold live ETF PHDG, evaluated only from its actual inception through 2021.",ETF-only,2012-12-06,2021-12-31,9.063492063492063,0.0665891293673124,0.0665303874821656,0.1108076401013656,0.5358174257428223,-0.1790789811013786,0.076372494948343,0.3718422394285098,-0.0155061450330099,-0.098841039081058,0.1880685765799918,0.184436743185269,0.0,-0.0117369997004652,0.0671993477877324,-0.0263624753519113,0.053629823413996,0.0056764538830786,0.1190243902439024,"{""PHDG"": 1.0}",,,,,-0.1072669877358576,-0.1197584550832906,0.0058057272544684,-0.1391591453908561,,False,0.0356494860619202,759,299,299,143.0,0.0,5,0
SPY_vol_target_12,Equity P&L control,pnl_vol,long_rule,Weekly unlevered SPY 63d volatility target 12%; residual SHY.,ETF-only,2007-01-03,2021-12-31,14.988095238095235,0.0854967192729272,0.0843565606354979,0.123585837833983,0.5570413349222242,-0.2428039424989632,0.0732235271268242,0.3521224507023494,-0.0195223855250478,-0.1566512418021765,0.3067279754655041,0.1519989153445523,2.1017114128717505,0.0372422987414839,0.1188772180852437,-0.024958007842507,0.3838517538054268,0.0079095611715658,0.5258141382049245,"{""SHY"": 0.17825843904617494, ""SPY"": 0.821741560953825}",-0.233824866269942,-0.2378264220729335,-0.1264282562950881,-0.1408972468934444,-0.1448780721844275,-0.1478387113592079,-0.2289541586181187,-0.2326230827464211,0.7417405095512608,False,0.0341597289668139,681,278,278,63.0,0.26666666666666666,15,0
cross_asset_multi_horizon_top3,Cross-asset tactical,tactical_momentum,long_rule,Monthly top-3 average 3/6/12m ranks with 12m SHY hurdle.,ETF-only,2007-01-03,2021-12-31,14.988095238095235,0.0958584079957154,0.0927766060055717,0.1316656825803633,0.624325615958215,-0.2609712754219712,0.0921297019190672,0.367314018911543,-0.0199966749978896,-0.1573522474021428,0.2825946170992826,0.1457200528733921,5.630193337935447,0.1063600762327201,0.0889188419387725,-0.0071808496038524,0.3348775645268034,-0.006289434059351,0.2926926131850675,"{""DBC"": 0.33115927083914554, ""SPY"": 0.3255809164441441, ""VNQ"": 0.3432598127167103}",0.0501500094548188,-0.2099776131290778,0.0722193630290621,-0.0474095126064388,-0.2163380067261455,-0.2211426512366753,0.0166500926563737,-0.1054160259918957,0.8191594354999586,False,0.0341191877020065,634,406,406,43.0,0.2,15,0
QQQ_trend_150d,Equity P&L control,pnl_trend,long_rule,Weekly QQQ above 150d moving average; otherwise SHY.,ETF-only,2007-01-03,2021-12-31,14.988095238095235,0.1184646733718692,0.1148884710546345,0.1640879715706775,0.6432280030554911,-0.3133578636196729,0.1188651613731932,0.3780491480362261,-0.0266878065322719,-0.2490613355956789,0.4157083917849109,0.1346306865313615,6.401882458294285,0.0365283825689914,0.1766037287126638,-0.0629813034447844,0.5423560555923229,-0.0037029530145482,0.5138999205718825,"{""QQQ"": 1.0}",-0.2015489017177721,-0.2501150168808945,-0.1706197515023012,-0.1968721969178002,-0.0542854291766689,-0.0890041854201926,-0.2780491771170222,-0.2888677886081255,0.833876925023599,False,0.026885646483437,651,482,482,30.5,0.25,24,0
QQQ_trend_200d,Equity P&L control,pnl_trend,long_rule,Weekly QQQ above 200d moving average; otherwise SHY.,ETF-only,2007-01-03,2021-12-31,14.988095238095235,0.1189082110712616,0.1156282882008659,0.1657075355865395,0.6409334579722107,-0.3196419913501134,0.1141049232733189,0.372004349519328,-0.0268258683462933,-0.2559339031746509,0.3336893956324551,0.1315564684543755,5.868392253436428,0.0375496233642422,0.1766091841646297,-0.0599537480317082,0.5757776307081403,0.0013699304768293,0.4872915011914218,"{""QQQ"": 1.0}",-0.1206781753475498,-0.1742629362711312,-0.1706197515023012,-0.1968721969178004,-0.1148179520091796,-0.1258260914755716,-0.2780491771170221,-0.2888677886081254,0.8318986072768018,False,0.0186207557568228,668,499,499,29.0,0.2727272727272727,22,0
SPY_95_105_collar,Synthetic SPY option overlay,option_overlay,synthetic_proxy,"Synthetic SPY overlay: put ratio SPY_95_105_collar, frozen VIX/Black-Scholes/skew model; quarterly puts and monthly calls where applicable.","SPY options; model-risk screen, not historical executable chains",2007-01-03,2021-12-31,14.98015873015873,0.0736410097681947,0.0519565650865148,0.0902420656810144,0.6005242894158679,-0.240367076524553,0.0681282624024945,0.3063689538224777,-0.0136289160984783,-0.1565944082189296,0.2182041467832813,0.1422489037023609,,0.0191129855164566,0.1115617996795055,-0.023071540765497,0.297682119205298,0.0033701850347933,0.1593799682034976,{},-0.2353277081727354,-0.2403670765245519,-0.1115463838220899,-0.1120435718308412,-0.0536168679770835,-0.0556473398525588,-0.1090075971440052,-0.1130908176645628,0.7946172878455022,False,0.0137579768889308,622,339,339,67.0,0.09090909090909091,11,0
SPY_trend_200d,Equity P&L control,pnl_trend,long_rule,Weekly SPY above 200d moving average; otherwise SHY.,ETF-only,2007-01-03,2021-12-31,14.988095238095235,0.0836310786152656,0.0803104002243091,0.1224564783183956,0.557052823823011,-0.2420619375192074,0.0893362199067631,0.3454945435551162,-0.0204980844237335,-0.1696852023493597,0.3230772717957066,0.1403100208606212,6.135137355865356,0.0274952819414688,0.1227134930449631,-0.02387227181124,0.1876240900066181,-0.0065177009422351,0.2009531374106433,"{""SPY"": 1.0}",-0.079748759058565,-0.1313290712102856,-0.1655039000039599,-0.1668412862817648,-0.154634557786441,-0.1615854757882127,-0.0720702783824033,-0.1243718931097143,0.7410660627865148,False,0.0078700339080272,507,340,340,32.0,0.26666666666666666,15,0
SPY_60_IEF_30_GLD_10,Fixed allocation,balanced_static,long_rule,"Quarterly rebalanced fixed ETF weights: {'SPY': 0.6, 'IEF': 0.3, 'GLD': 0.1}",ETF-only,2007-01-03,2021-12-31,14.988095238095235,0.0915961233982576,0.0914666540869673,0.1119458513331608,0.6549610845417948,-0.3177031676528943,0.0606618615320103,0.2883072399779492,-0.0171310686267311,-0.1841081138396019,0.2288744870604193,0.1621567962879993,0.2372289315357817,0.063051430270953,0.1110331625856022,-0.0079978146441136,0.4665784248841826,0.0453448744072915,0.3447180301826846,"{""GLD"": 0.09784591861338233, ""IEF"": 0.28178059578070647, ""SPY"": 0.6203734856059112}",-0.3106428340363503,-0.3177031676528948,-0.0722343636623522,-0.0772538960088229,-0.097271848167375,-0.0998215176774206,-0.1849495090486893,-0.1877213396522616,0.8486042900921917,False,-0.0396196646527526,695,384,384,57.0,0.0,9,0
SPY_drawdown_medium,Equity P&L control,pnl_drawdown,long_rule,Weekly SPY high-water drawdown exposure ladder (medium); residual SHY.,ETF-only,2007-01-03,2021-12-31,14.988095238095235,0.0852212458917158,0.0836052946916736,0.1190802524626693,0.5741933103477388,-0.2724136727914316,0.0960122751560722,0.3128376230842272,-0.0190523199235232,-0.1564594879250832,0.3230772717957055,0.1577981636645462,2.979960865050146,0.0093063617884949,0.1389289045080359,-0.0507439552086711,0.4076770350761085,-0.0248910431304152,0.5270055599682287,"{""SPY"": 1.0}",-0.2655613929186212,-0.2724136727914324,-0.0943857189665239,-0.094869651870585,-0.140945701846875,-0.1439199558399548,-0.1965386635036804,-0.2003618326661603,0.7623707645679578,False,-0.0403147762491405,1331,977,977,36.0,0.3076923076923077,13,0
SPY_drawdown_hard,Equity P&L control,pnl_drawdown,long_rule,Weekly SPY high-water drawdown exposure ladder (hard); residual SHY.,ETF-only,2007-01-03,2021-12-31,14.988095238095235,0.0645807846131931,0.0616413596662406,0.1013687038759404,0.4780386876684304,-0.2135794059117001,0.0877591158705102,0.302373650387869,-0.0168155335576592,-0.1334342940558673,0.2932194114295416,0.1593796567815443,5.528898535234057,-0.0074626429240328,0.1154460386353821,-0.0391153255558138,0.186631369953673,-0.0424430557752312,0.2470214455917394,"{""SPY"": 1.0}",-0.110126328720706,-0.1600039704973439,-0.0918393519510303,-0.0930485774500043,-0.147593586593161,-0.150544823999519,-0.0720702783824029,-0.1243718931097145,0.6357518730823807,False,-0.0433325899580023,1407,344,344,33.5,0.4166666666666667,12,0
defensive_momentum_top1,Cross-asset tactical,defensive_momentum,long_rule,Monthly top-1 6m momentum among IEF/TLT/GLD/DBC/SHY.,ETF-only,2007-01-03,2021-12-31,14.988095238095235,0.1121693437202278,0.1087242529605785,0.1693544113819092,0.6123580971968442,-0.3098952318573961,0.122523941235722,0.3619589209163584,-0.0248916807613076,-0.0761854257075855,0.2806754109841933,0.1390141755790698,6.201823631472589,0.1225256797481679,0.1053242813694486,-0.0547762193921214,0.4109861019192588,-0.0038396368529585,0.2513899920571882,"{""TLT"": 1.0}",0.2268961950691672,-0.3098952318573958,0.011157109271086,-0.1536919425755687,-0.0449369122871237,-0.0940235711618401,0.0650580050993536,-0.15727649308109,0.8070912303028928,False,-0.0457490186637264,862,449,449,29.0,0.30434782608695654,23,1
SPY_60_IEF_40,Fixed allocation,balanced_static,long_rule,"Quarterly rebalanced fixed ETF weights: {'SPY': 0.6, 'IEF': 0.4}",ETF-only,2007-01-03,2021-12-31,14.988095238095235,0.0889792122703727,0.0888515865135799,0.1072643143288217,0.6567333814171491,-0.3173868015704869,0.0608282146376745,0.2803494405882274,-0.0164837110651517,-0.173568131272385,0.218128175399386,0.1609719678552262,0.2344118653914119,0.054471615103925,0.1125883164579422,-0.0184318922020307,0.4897418927862342,0.0394910868259321,0.3856235107227959,"{""IEF"": 0.377185671812819, ""SPY"": 0.622814328187181}",-0.3143662405239498,-0.3173868015704854,-0.0668687850831408,-0.0806254947397281,-0.1005730960151108,-0.1022303117416031,-0.1759249584735379,-0.1782341907146193,0.8502597727331489,False,-0.0492399726202126,752,398,398,48.5,0.0,10,0
ETF_QAI,Live alternative/trend ETF,managed_futures_live,live_product_medium,"Buy-and-hold live ETF QAI, evaluated only from its actual inception through 2021.",ETF-only,2009-03-25,2021-12-31,12.765873015873016,0.0295165168109965,0.0294761803694281,0.0612511363166617,0.3164462598607692,-0.1410627332002241,0.0262090017993126,0.2092439026337371,-0.0090382775641086,-0.0331948555916011,0.0868078827384868,0.1766022134243201,0.0,0.039691093054246,0.0252824610298221,-0.015441620133385,0.0,-0.0158916207288467,0.0,"{""QAI"": 1.0}",,,-0.0338495722512564,-0.0366247403153006,-0.0498047846748163,-0.0498047846748163,-0.138565850787014,-0.1396774257941253,,False,-0.072263706792669,629,422,422,132.0,0.0,5,0
defensive_momentum_top2,Cross-asset tactical,defensive_momentum,long_rule,Monthly top-2 6m momentum among IEF/TLT/GLD/DBC/SHY.,ETF-only,2007-01-03,2021-12-31,14.988095238095235,0.0773124432753376,0.0745844583224564,0.1238772943444942,0.5284010354565023,-0.2387152056753935,0.1097314514023215,0.3238689511068162,-0.0179012211696824,-0.1252924428936797,0.2752316130458638,0.1233532888470645,5.068502510375751,0.1194952124727886,0.0501010926925944,-0.0790931160772707,0.2458636664460622,-0.0192233812106684,0.0953137410643367,"{""DBC"": 0.5249445503367526, ""TLT"": 0.4750554496632475}",0.340530534990713,-0.1775564288349173,0.148352127823846,-0.0615390246113672,-0.0134426684850126,-0.0496874635318924,0.0785814583107045,-0.1039378905766608,0.7075724005504338,False,-0.0772244402258179,1977,1378,1378,36.0,0.2727272727272727,11,0
SPY_70_TLT_30,Fixed allocation,balanced_static,long_rule,"Quarterly rebalanced fixed ETF weights: {'SPY': 0.7, 'TLT': 0.3}",ETF-only,2007-01-03,2021-12-31,14.988095238095235,0.1044613945161763,0.1043226440339561,0.1233356471434298,0.7007802080301786,-0.3728247381395907,0.0762113614995273,0.2801890106258574,-0.0189210422368082,-0.1853812212698793,0.2642239772404784,0.144657662036256,0.2512715239362808,0.058285889777796,0.1363304756161991,-0.033127863546567,0.6399735274652548,0.0431938102110458,0.6810961080222399,"{""SPY"": 0.7145269318050573, ""TLT"": 0.28547306819494267}",-0.3689076358700628,-0.3728247381395905,-0.0304636348368884,-0.0841583789386559,-0.1184520783271974,-0.1200872471703946,-0.1884889129855829,-0.2041714076936942,0.8863295362372359,False,-0.0811742716817366,806,452,452,54.0,0.2,10,0
SPY_vol_target_15,Equity P&L control,pnl_vol,long_rule,Weekly unlevered SPY 63d volatility target 15%; residual SHY.,ETF-only,2007-01-03,2021-12-31,14.988095238095235,0.0930814321278832,0.0922862679931177,0.1414778399646309,0.5518205495141364,-0.3056526192970702,0.0880115945142123,0.3045334024682949,-0.0222103899300642,-0.2070603124315887,0.3230772717957066,0.148295631880016,1.4553735669423895,0.0397885329912617,0.1300857853014114,-0.0391202514526792,0.4884182660489742,0.0051760035452779,0.5893566322478158,"{""SPY"": 1.0}",-0.3007101576660546,-0.3056526192970703,-0.1492879278192125,-0.1659731379751189,-0.1621991335220364,-0.1650998029883146,-0.2656027333168882,-0.2690972698371345,0.7353027731090048,False,-0.0861694630622798,638,284,284,48.5,0.25,16,0
cross_asset_multi_horizon_top2,Cross-asset tactical,tactical_momentum,long_rule,Monthly top-2 average 3/6/12m ranks with 12m SHY hurdle.,ETF-only,2007-01-03,2021-12-31,14.988095238095235,0.0904584795809322,0.0863715638341595,0.150293713142136,0.5315452578263538,-0.2766063767446228,0.1026951124678811,0.3270296247163098,-0.0228137643410856,-0.1702666002870057,0.3034938630006134,0.131672219550904,7.506487602494854,0.1165731557584073,0.0734038451088667,-0.0362048465941465,0.3534083388484447,-0.0308223852970314,0.2791898332009531,"{""DBC"": 0.5042470024699395, ""SPY"": 0.49575299753006047}",0.1568211145881208,-0.1477234289693851,-0.0138284143950149,-0.0827597119039353,-0.2222285790868851,-0.2244820452355697,0.0402036986084988,-0.103937890576661,0.7109920592918022,False,-0.0935754527481225,744,473,473,36.0,0.25,20,1
cross_asset_mom_126_top2,Cross-asset tactical,tactical_momentum,long_rule,Monthly top-2 126d cross-asset momentum with 12m SHY hurdle.,ETF-only,2007-01-03,2021-12-31,14.988095238095235,0.0810515437527714,0.0772804827544655,0.14843372354117,0.4777569387828269,-0.244430009580821,0.1001056569009931,0.3315940783693815,-0.0222380159172533,-0.1475251041958359,0.3239647819042046,0.1375479654445683,6.986127394112299,0.0952603258934892,0.0716898067193319,-0.0104064388819546,0.0744540039708802,-0.0134268690404452,0.0353455123113582,"{""SPY"": 0.48678392664966247, ""VNQ"": 0.5132160733503376}",0.188473245121002,-0.181313993865785,0.030571641956961,-0.0937781848989999,-0.1951173522682677,-0.1951173522682677,0.0035309568060124,-0.1039378905766609,0.6368832474517027,False,-0.0935893649734122,719,491,491,38.5,0.375,16,0
